DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation,DrugA_ID,DrugA_SMILES,DrugA_Formula,DrugB_ID,DrugB_SMILES,DrugB_Formula
DDInter1420,pentamidine,DDInter340,ceritinib,Major,Major: Taking pentamidine with ceritinib can cause major side effects. This interaction may be due to an increase in the levels of pentamidine in the body.,DB00738,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,C19H24N4O2,DB09063,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,C28H36ClN5O3S
DDInter1951,warfarin,DDInter472,danazol,Major,"Major: When danazol is taken along with warfarin, the dose of warfarin should be reduced by half. This is because danazol can increase the effects of warfarin, which slows down blood clotting.",DB00682,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,C19H16O4,DB01406,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,C22H27NO2
DDInter425,cobimetinib,DDInter778,fosaprepitant,Major,"Major: When cobimetinib is taken along with fosaprepitant, there is an increased risk of vomiting. This interaction is major. The exact reason for this interaction is unknown.",DB05239,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,C21H21F3IN3O2,DB06717,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C23H22F7N4O6P
DDInter1166,methadone,DDInter340,ceritinib,Major,"Major: When methadone is taken together with ceritinib, it can increase the levels of ceritinib in your body by about 40%. This may lead to increased side effects of ceritinib such as nausea, vomiting, diarrhea, fatigue, myalgia, anorexia, and constipation.",DB00333,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C21H27NO,DB09063,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,C28H36ClN5O3S
DDInter1494,posaconazole,DDInter1376,ozanimod,Major,Major: The combination of posaconazole and ozanimod can cause serious side effects. This interaction is major.,DB01263,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,C37H42F2N8O4,DB12612,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,C23H24N4O3
DDInter822,glasdegib,DDInter1376,ozanimod,Major,Major: Taking glasdegib together with ozanimod can cause major side effects. This is because glasdegib may increase the levels of ozanimod in your body. Talk to your doctor about whether you should take these drugs together.,DB11978,CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N,C21H22N6O,DB12612,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,C23H24N4O3
DDInter385,cisapride,DDInter1036,lenvatinib,Major,Major: Cisapride and lenvatinib should not be used together because cisapride can increase the side effects of lenvatinib. The exact reason for this interaction is unknown but may involve the way these drugs are broken down in the body.,DB00604,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,C23H29ClFN3O4,DB09078,COC1=C(C=C2C(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=CC=NC2=C1)C(N)=O,C21H19ClN4O4
DDInter1770,terfenadine,DDInter31,adenosine,Major,Major: Taking terfenadine together with adenosine can cause serious side effects such as heart rhythm problems. This is because terfenadine slows down the way the body gets rid of adenosine.,DB00342,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C32H41NO2,DB00640,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,C10H13N5O4
DDInter939,insulin human (zinc),DDInter1887,trovafloxacin,Major,Major: Taking insulin human (zinc) together with trovafloxacin can cause major side effects. This is because trovafloxacin can increase the level of insulin in your blood.,,,,DB00685,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,C20H15F3N4O3
DDInter548,diethylstilbestrol,DDInter1395,paritaprevir,Major,Major: Taking diethylstilestrol together with paritaprevir can cause major drug interactions. This means that taking these drugs together can change their effects on your body. It can make them less effective or even toxic.,DB00255,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C18H20O2,DB09297,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,C40H43N7O7S
DDInter948,interferon beta-1b,DDInter961,iopamidol,Major,"Major: Interferon beta-1b can increase the risk of kidney damage when used together with iodinated contrast media (e.g., iopamidol) used for imaging tests.",,,,DB08947,C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I,C17H22I3N3O8
DDInter93,anagrelide,DDInter575,disopyramide,Major,"Major: When anagrelide is taken together with disopyramide, there is a major drug interaction. This means that the combination of these two drugs can cause serious side effects or make the drugs less effective. In this case, disopyramide decreases the effectiveness of anagrelide.",DB00261,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,C10H7Cl2N3O,DB00280,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,C21H29N3O
DDInter1797,thiotepa,DDInter1376,ozanimod,Major,"Major: Thiotepa is used to prevent organ rejection after transplantation. It should not be taken together with ozanimod, which is used for multiple sclerosis. This combination increases the risk of side effects.",DB04572,S=P(N1CC1)(N1CC1)N1CC1,C6H12N3PS,DB12612,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,C23H24N4O3
DDInter363,chlorpromazine,DDInter1293,nilotinib,Major,Major: Taking chlorpromazine together with nilotinib can cause serious side effects. This is because chlorpromazine may increase the levels of nilotinib in your body. It is important to talk to your doctor about this before taking these medications together.,DB00477,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,C17H19ClN2S,DB04868,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,C28H22F3N7O
DDInter484,dasatinib,DDInter505,desirudin,Major,"Major: Dasatinib, which is used to treat certain types of cancer, can increase the risk of bleeding when taken together with desirudin, which is used to prevent blood clots in patients with atrial fibrillation. This is because dasatinib can affect how well desirudin works to prevent blood clots. Patients should talk to their healthcare provider about whether to take these medications together.",DB01254,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,C22H26ClN7O2S,,,
DDInter393,clarithromycin,DDInter1601,ripretinib,Major,"Major: When taken together, clarithromycin and ripretinib can cause serious side effects. This interaction is major.",DB01211,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,C38H69NO13,DB14840,CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1,C24H21BrFN5O2
DDInter1841,tramadol,DDInter961,iopamidol,Major,"Major: When tramadol is given together with iopamidol, the dose of tramadol may need to be increased because iopamidol can reduce the effects of tramadol.",DB00193,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,C16H25NO2,DB08947,C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I,C17H22I3N3O8
DDInter948,interferon beta-1b,DDInter1268,natalizumab,Major,Major: Interferon beta-1b and natalizumab should not be used together because they can cause severe autoimmune problems.,,,,,,
DDInter980,isavuconazonium,DDInter233,brigatinib,Major,"Major: When brigatinib is taken together with isavuconazonium, there is an increased risk of side effects such as nausea, vomiting, diarrhea, abdominal pain, and fever. This interaction is major.",DB06636,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1,C35H35F2N8O5S,DB12267,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,C29H39ClN7O2P
DDInter1543,protriptyline,DDInter1917,vandetanib,Major,"Major: Taking protriptyline together with vandetanib can cause serious side effects such as drowsiness, dizziness, and confusion. This is because vandetanib may increase the levels of protriptyline in your body. Therefore, you should avoid taking these drugs together unless your doctor tells you to do so.",DB00344,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,C19H21N,DB05294,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,C22H24BrFN4O2
DDInter839,goserelin,DDInter1032,lefamulin,Major,Major: Goserelin can increase the levels of lefamulin in your body. This may increase your risk of side effects.,DB00014,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,C59H84N18O14,DB12825,[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,C28H45NO5S
DDInter665,ergotamine,DDInter1665,sibutramine,Major,"Major: Taking ergotamine together with sibutramine can cause serious side effects such as heart attack, stroke, and high blood pressure. This interaction may be due to sibutramine increasing the amount of ergotamine in your body.",DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,C33H35N5O5,DB01105,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,C17H26ClN
DDInter471,danaparoid,DDInter9,acalabrutinib,Major,"Major: If you take danaparoid along with acalabrutinib, there is a high risk of bleeding. This is because danaparoid can increase the effects of acalabrutinib on blood clotting. It is important to talk to your doctor about this before taking these drugs together.",DB06754,,,DB11703,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1,C26H23N7O2
DDInter656,eplerenone,DDInter424,cobicistat,Major,"Major: Eplerenone is a medication used to treat high blood pressure and heart failure. Cobicistat is another medication used to increase the effects of other medications. When these two drugs are taken together, they can cause serious side effects such as low potassium levels. This interaction is well known and has been studied many times.",DB00700,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,C24H30O6,DB09065,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,C40H53N7O5S2
DDInter388,citalopram,DDInter893,hydroxychloroquine,Major,"Major: When citalopram is taken together with hydroxychloroquine, there is an increased risk of side effects such as QT interval prolongation. This is because both drugs can affect the electrical activity of the heart.",DB00215,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,C20H21FN2O,DB01611,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,C18H26ClN3O
DDInter1835,topotecan,DDInter1248,mumps virus strain b level jeryl lynn live antigen,Major,"Major: Topotecan is an anti-cancer medication used to treat ovarian cancer. It works by stopping cells from dividing and reproducing. The mumps vaccine is a live virus vaccine used to prevent infection of mumps. This vaccine is safe and effective. However, if someone receives this vaccine while taking topotecan, there is a chance of a severe reaction. This reaction can be life threatening. Therefore, it is recommended that people avoid receiving the mumps vaccine while taking topotecan.",DB01030,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,C23H23N3O5,,,
DDInter1342,ondansetron,DDInter1640,saquinavir,Major,Major: Taking ondansetron with saquinavir can cause major side effects. This is because ondansetron may increase the levels of saquinavir in your body. This can lead to an increased risk of side effects from saquinavir.,DB00904,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,C18H19N3O,DB01232,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,C38H50N6O5
DDInter7,abemaciclib,DDInter1743,talimogene laherparepvec,Major,Major: Abemaciclib and talimogene laherparepvec should not be used together because they can increase each other’s side effects. This is a major drug–drug interaction.,DB12001,CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,C27H32F2N8,,,
DDInter117,argatroban,DDInter98,anisindione,Major,Major: Argatroban and anisindione are both blood thinners. Taking them together may increase the risk of bleeding.,DB00278,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,C23H36N6O5S,DB01125,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,C16H12O3
DDInter648,entrectinib,DDInter1882,troleandomycin,Major,"Major: Entrectinib should not be taken together with troleandomycin because this can cause serious side effects. This is because entrectinib is broken down by an enzyme called CYP1A2, which is inhibited by troleandomycin.",DB11986,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1,C31H34F2N6O2,DB13179,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,C41H67NO15
DDInter1460,phenytoin,DDInter8,abiraterone,Major,Major: Taking phenytoin together with abiraterone can cause major side effects. This is because phenytoin can increase the levels of abiraterone in your body. It is important to talk to your doctor about this before taking these medications together.,DB00252,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,C15H12N2O2,DB05812,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H31NO
DDInter178,bendamustine,DDInter1676,siponimod,Major,"Major: When bendamustine is taken together with siponimod, there is an increased risk of serious side effects such as low blood cell counts, which can lead to infections, bleeding, or other complications. This interaction has been observed in studies and is considered major.",DB06769,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,C16H21Cl2N3O2,DB12371,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,C29H35F3N2O3
DDInter1938,vincristine (liposome),DDInter1758,telithromycin,Major,Major: The combination of vincristine liposome and telithromycin can cause major drug interactions. Telithromycin increases the level of vincristine liposome in your body. This may increase the side effects of vincristine liposome.,,,,DB00976,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,C43H65N5O10
DDInter1520,primaquine,DDInter1352,osimertinib,Major,Major: Taking primaquine together with osimertinib can cause major side effects. Primaquine may increase the risk of heart problems when taken with osimertinib.,DB01087,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,C15H21N3O,DB09330,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,C28H33N7O2
DDInter160,bacillus calmette-guerin substrain tice live antigen,DDInter240,brodalumab,Major,Major: This is a major drug–drug interaction. It should be avoided because it can cause a severe reaction. Brodalumab lowers the body’s natural defense system. BCG vaccine stimulates the immune system to fight infections. Taking brodalumab together with BCG vaccine may weaken the body’s ability to fight infections.,,,,,,
DDInter1761,temazepam,DDInter1245,morphine (liposomal),Major,"Major: Taking temazepam together with morphine can cause serious side effects such as drowsiness, dizziness, confusion, and difficulty breathing.",DB00231,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,C16H13ClN2O2,,,
DDInter1420,pentamidine,DDInter967,ioxilan,Major,Major: Taking pentamidine together with ioxilan can cause severe side effects. This interaction is very likely to occur because both drugs are given through injection. The exact reason for this interaction is not clear.,DB00738,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,C19H24N4O2,DB09135,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCCO)=C1I,C18H24I3N3O8
DDInter281,canakinumab,DDInter1623,rotavirus vaccine,Major,Major: The canakinumab vaccine interacts with rotavirus vaccine. This interaction is major. It is recommended to take canakinumab at least one week after vaccination.,,,,,,
DDInter1008,ketoconazole,DDInter1094,lorlatinib,Major,"Major: When ketoconazole is taken together with lorlatinib, it can increase the level of lorlatinib in the blood by about 10 times. This may lead to an increased risk of side effects.",DB01026,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C26H28Cl2N4O4,DB12130,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,C21H19FN6O2
DDInter361,chlorphenesin,DDInter1372,oxymorphone,Major,"Major: When oxymorphone is taken together with chlorphenesin, there is an increased risk of side effects such as drowsiness, dizziness, confusion, and difficulty concentrating. These effects may be caused by the fact that chlorphenesin inhibits the enzyme CYP2B6, which helps to break down oxymorphone into its active form. This can lead to higher levels of oxymorphone in the bloodstream, resulting in increased side effects. It is important for patients to be aware of this potential interaction and take appropriate prec",DB00856,OCC(O)COC1=CC=C(Cl)C=C1,C9H11ClO3,DB01192,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,C17H19NO4
DDInter1526,procarbazine,DDInter1631,safinamide,Major,Major: Taking procarbazine together with safinamide can cause severe side effects. This interaction is well known to occur. It is important to tell your doctor about all medications you are taking before starting treatment.,DB01168,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,C12H19N3O,DB06654,C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,C17H19FN2O2
DDInter1389,papaverine,DDInter45,alimemazine,Major,Major: Papaverine and alimemazine should not be used together because they can cause dangerous side effects. Papaverine decreases blood pressure while alimemazine increases blood pressure. This combination of drugs can lead to very low or very high blood pressure.,DB01113,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,C20H21NO4,DB01246,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,C18H22N2S
DDInter1527,prochlorperazine,DDInter852,halofantrine,Major,"Major: Taking prochlorperazine together with halofantrine can cause serious side effects such as severe drowsiness, confusion, hallucinations, seizures, and coma. These effects may be due to halofantrine increasing the levels of prochlorperazine in your body.",DB00433,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,C20H24ClN3S,DB01218,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,C26H30Cl2F3NO
DDInter1276,nelfinavir,DDInter1825,tofacitinib,Major,"Major: Nelfinavir increases levels of tofacitinib in the blood by about 50%. This can increase side effects such as liver problems, diarrhea, and an increased risk of infection.",DB00220,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,C32H45N3O4S,DB08895,C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,C16H20N6O
DDInter927,inotuzumab ozogamicin,DDInter996,ivabradine,Major,Major: This is a major drug–drug interaction. Taking ivabradine together with inotuzumab ozogamicin can cause serious heart problems.,,,,DB09083,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,C27H36N2O5
DDInter649,enzalutamide,DDInter481,darolutamide,Major,"Major: Enzalutamide and darolutamide are both drugs used to treat prostate cancer. Taking enzalutamide together with darolutamide can cause major side effects. The two drugs work by blocking testosterone from binding to the androgen receptor in the body. When these two drugs are taken together, they may block each other’s ability to bind to the androgen receptor. This can lead to an increase in testosterone levels in the blood. High levels of testosterone can cause serious health problems such as heart disease, stroke, and",DB08899,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,C21H16F4N4O2S,DB12941,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,C19H19ClN6O2
