DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation
DDInter923,Infliximab,DDInter1789,Thalidomide,Major,Major: Taking infliximab together with thalidomide can cause serious side effects. This is because thalidomide decreases the amount of infliximab in your body.
DDInter533,Diatrizoate,DDInter1831,Tolmetin,Major,"Major: When diatrizoate and tolmetin are taken together, they can increase the risk of kidney damage. This is because diatrizoate can make it harder for your body to get rid of tolmetin."
DDInter1902,Uracil mustard,DDInter837,Golimumab,Major,Major: The combination of uracil mustard and golimumab can cause severe skin reactions. This is because uracil mustard can increase the activity of golimumab. It is important to be aware of this potential interaction when taking these medications together.
DDInter975,Iron,DDInter582,Dolutegravir,Major,Major: Taking iron supplements together with dolutegravir can cause serious side effects. This interaction is well known to occur. It is best to take iron supplements at least 4 hours before taking dolutegravir or after dolutegravir has been taken.
DDInter107,Apalutamide,DDInter182,Benzhydrocodone,Major,Major: Apalutamide can increase benzhydrocodone levels in your body. This may cause benzhydrocodone to have stronger effects on you. This is a major drug–drug interaction.
DDInter687,Etanercept,DDInter1108,Lutetium Lu 177 dotatate,Major,"Major: Etanercept can increase the risk of infection when combined with lutetium Lu 177 dotatate. This is because etanercept may reduce the activity of the immune system, which helps fight infection."
DDInter1520,Primaquine,DDInter342,Certolizumab pegol,Major,"Major: When primaquine is used together with certolizumab pegol, there is an increased risk of side effects. This interaction is major."
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter965,Iothalamic acid,Major,Major: Amphotericin B can cause serious kidney damage when taken together with iothalamic acid. This combination should be avoided unless specifically recommended by a doctor.
DDInter1451,Phenylbutazone,DDInter1945,Vorapaxar,Major,Major: Taking phenylbutazone together with vorapaxar can cause major side effects. This is because phenylbutazone may increase the risk of bleeding caused by vorapaxar.
DDInter392,Cladribine,DDInter1797,Thiotepa,Major,"Major: When cladribine and thiotepa are given together, they can have a severe effect on your body. This interaction may cause serious side effects such as nausea, vomiting, diarrhea, fever, chills, and weakness. It is best to avoid this combination of drugs unless your doctor has specifically told you to use them together."
DDInter908,Iloprost,DDInter108,Apixaban,Major,Major: Iloprost is used to treat blood clots. Apixaban is an anticoagulant. Taking iloprost together with apixaban can increase the risk of bleeding.
DDInter254,Buspirone,DDInter518,Dexfenfluramine,Major,"Major: When buspirone is taken together with dexfenfluramine, there is an increased risk of serotonin syndrome. This is a rare but potentially serious condition where the body has too much of the chemical serotonin. It can cause symptoms such as restlessness, confusion, muscle spasms, and even death."
DDInter917,Indinavir,DDInter1191,Methylprednisolone,Major,"Major: Taking indinavir together with methylprednisolone can cause serious side effects such as changes in heart rate, increased risk of bleeding, and changes in blood sugar levels. This interaction may be due to indinavir inhibiting the enzyme that breaks down methylprednisolone into its active form. It is important to talk to your doctor or pharmacist before taking these medications together."
DDInter410,Clomipramine,DDInter1093,Lorcaserin,Major,"Major: Clomipramine and lorcaserin should not be used together because clomipramine increases the levels of lorcaserin in your body. This can increase side effects such as nausea, vomiting, headache, dizziness, diarrhea, and constipation."
DDInter852,Halofantrine,DDInter714,Fedratinib,Major,Major: Taking halofantrine together with fedratinib can be dangerous. This combination may cause serious heart problems.
DDInter482,Darunavir,DDInter1771,Teriflunomide,Major,"Major: When darunavir is taken together with teriflunomide, there is an increased risk of side effects. This interaction is major. It is not clear how this interaction happens."
DDInter482,Darunavir,DDInter704,Everolimus,Major,Major: Taking darunavir together with everolimus can cause major side effects. This is because darunavir can increase the level of everolimus in your body. This can lead to an increased risk of side effects from everolimus.
DDInter392,Cladribine,DDInter1251,Mycophenolate mofetil,Major,"Major: When cladribine and mycophenolate mofetil are taken together, they can cause serious side effects such as bone marrow suppression. This means that your body makes too few blood cells, including white blood cells that fight infection."
DDInter804,Gallium nitrate,DDInter966,Ioversol,Major,Major: The combination of gallium nitrate and ioversol can cause severe allergic reactions.
DDInter837,Golimumab,DDInter1894,Typhoid vaccine (live),Major,Major: Taking golimumab together with a live typhoid vaccine increases the risk of serious infection. This is because golimumab weakens your body’s ability to fight off infections.
DDInter790,Furosemide,DDInter1004,Kanamycin,Major,"Major: When furosemide and kanamycin are taken together, they can increase the risk of hearing loss. This is because furosemide can cause an increase in the levels of kanamycin in your body. It is important to talk to your doctor about whether you should take these drugs together."
DDInter1398,Pasireotide,DDInter1329,Oliceridine,Major,"Major: The drugs pasireotide and oliceridine have major drug interactions. This means that taking these two drugs together can cause serious side effects. In this case, taking pasireotide and oliceridine together may cause severe constipation."
DDInter588,Dorzolamide (ophthalmic),DDInter1633,Salicylic acid (sodium),Major,Major: Dorzolamide eye drops should not be used together with salicylic acid sodium because they can cause severe eye irritation and inflammation.
DDInter456,Cyclophosphamide,DDInter342,Certolizumab pegol,Major,"Major: When cyclophosphamide is taken together with certolizumab pegol, there is an increased risk of severe infection. This is because cyclophosphamide can weaken the immune system and certolizumab pegol can increase the risk of infection."
DDInter45,Alimemazine,DDInter737,Fingolimod,Major,"Major: When fingolimod is taken together with alimemazine, there is a major drug interaction. This means that the drugs may not work properly together and could cause serious side effects."
DDInter885,Hydrocortisone,DDInter176,Bempedoic acid,Major,Major: This is a major drug interaction between hydrocortisone and bempedoic acid. It can cause serious side effects such as increased risk of infection.
DDInter1420,Pentamidine,DDInter809,Gatifloxacin,Major,Major: Taking pentamidine together with gatifloxacin can cause serious side effects such as kidney damage. This interaction is major.
DDInter1647,Scopolamine,DDInter1498,Potassium citrate,Major,"Major: When scopolamine is taken along with potassium citrate, there is an increased risk of serious side effects such as irregular heartbeat, seizures, and confusion. This interaction is very likely to occur because scopolamine slows down the elimination of potassium citrate from the body."
